96,801719.32,6443689.09,961.27
95,803982.61,6440115.19,955.83
1,802498.41,6441579.11,983.02
2,802196.5,6441314.47,965.09
3,802383.72,6441173.46,966.52
4,802689.14,6441570.05,990.39
5,802730.57,6441846.98,999.24
6,802069.81,6441508.11,968.7
7,802053.09,6441850.12,970.3
8,801688.8,6441488.61,916.96
9,802263.99,6441026.55,964.37
10,802050.88,6441200.31,951.67
11,802738.19,6441240.22,997.5
12,802605.33,6441143.32,979.25
13,802515.95,6440953.46,956.76
15,802557.88,6440769.32,941.63
16,802963.7,6441254.13,998.22
17,803081.88,6441377.11,1007.91
18,802788.2,6440501.89,965.94
19,803020.4,6440508.43,933.23
20,803116.27,6440642.03,960.23
21,803020.41,6440906.39,965.68
22,803278.4,6440959.33,988.85
23,803365.52,6441198.74,1004.51
24,803257.38,6441148.48,1005.61
25,803374.2,6440472.33,954.19
26,803349.94,6440260.78,934.28
27,803384.31,6440600.31,965.51
28,803617.87,6440869.67,995.37
29,803781.84,6440808.8,1003.73
30,803575.33,6440434.15,965.24
31,803639.67,6440134.65,938.74
32,803769.6,6440007.55,950.32
33,803980.98,6440586.67,995.27
34,803733.59,6440263.91,959.25
36,804033.02,6440419.93,987.29
37,803623.54,6439942.32,955.51
38,804108.58,6439792.15,947.18
39,804338.49,6440532.16,1012.02
40,804443.29,6440339.93,1023.77
41,802510.97,6441948.72,1003.53
42,802081.43,6442173.73,992.89
43,802018.16,6441850.4,967.49
44,802021.04,6441705.99,969.83
45,801717.74,6441333.39,919.12
46,801772.15,6441051.45,920.06
47,801409.49,6441592.81,919.54
48,801274.93,6441584.09,914.27
49,801382.8,6441347.93,945.2
50,801605.44,6441933.29,904.18
51,801761.24,6441868.92,949.13
52,801955.9,6442021.67,973.47
53,801855.52,6442053.26,964.83
54,801516,6441198.27,958.74
56,802098.64,6440814.28,923.69
57,801839.48,6440959.97,920.58
58,802417.88,6440858.34,946.6
59,802275.59,6440655,942.22
60,802408.09,6440675.08,924.01
61,802524.16,6440519.04,954.95
62,802671.65,6440364.77,972.91
63,802787.45,6440360.21,971.03
64,803616.68,6440798.94,990.42
65,803134.6,6439967.24,988.81
66,803205.44,6440118.31,964.93
67,803012.11,6440162.25,987.4
68,801387.34,6440804.4,966.28
69,801382.96,6440671.74,968.83
70,801531.07,6440576.29,955.6
71,801266.82,6440332.13,993.45
72,801185.13,6440492.23,979.6
73,801221.66,6440738.86,957.91
74,801199.69,6440998.62,954.32
75,800884.87,6440986.06,956.95
76,801141.04,6441228.93,964.09
77,801696.51,6440503.2,956.63
78,801802.12,6440598.59,950.78
79,801930.6,6440462.55,969.88
80,801575.81,6440411.5,966.94
81,801511.41,6440256.17,987.86
82,801719.44,6440031.53,1009.37
83,802246.47,6440281.28,996.02
84,802101.02,6440284.26,996.56
85,801962.12,6440048.98,1005.77
86,801997.47,6439851.08,1007.95
87,802149.23,6439881.98,1018.12
88,802400.4,6439774.86,1027.51
89,802533.88,6439936,1011.18
90,802431.63,6439655.84,1030.11
91,802931.36,6439699.24,986.74
92,802837.27,6439501.99,998.99
93,802740.72,6439721.24,1019.25
94,803535.61,6439711.83,941.58
97,803786.68,6444024.13,1016.26
98,805196.7,6443966.46,988.57
99,804759.3,6443092.39,1078.51
100,803811.52,6443085.18,1024.31
101,801547.79,6442939.48,913.9
102,804834.2,6441731.16,1076.93
103,805584.37,6440371.62,1048.84
104,802132.4,6438873.02,1035.22
105,803040.94,6438959.94,978.01
106,805076.56,6438915.1,985.55
107,801937.19,6437386.24,1046.54
108,803129.81,6437656.62,960.59
109,805390.7,6437687.6,997.02
110,802015.61,6436390.88,995.33
111,804039.17,6436459.96,1050.44
112,805601.91,6437023.45,1097.06
113,802140.58,6435403.26,1030.92
114,804011.69,6435118.98,1072.64
115,805309.93,6435071.95,1078.47
116,806292.54,6444297.87,1059.19
117,807190.55,6444478.19,1100.62
118,809333.9,6444410.88,1199.77
119,809637.9,6443160.47,1186.73
120,808019.14,6443171.48,1129.34
121,806128.22,6442934.07,1042.06
122,806292.1,6441917.06,1064.34
123,808180.22,6441778.37,1110.38
124,809425.67,6441792.93,1153.7
125,809892.44,6440803.64,1108.92
126,808436.76,6440513.55,1098.69
127,806410.95,6440613.3,1013.75
128,806471.66,6439308.99,1009.52
129,807954.64,6439277.02,1058.31
130,809781.15,6439334.07,1061.2
131,809685.32,6438169.36,1046.64
132,807599.12,6438134.59,1049.04
133,806407.32,6438057.63,1006.85
134,806271.65,6436802.39,1031.95
135,807961.8,6436702.1,1031.57
136,809524.4,6436677.95,1016.68
137,809963.04,6435811.2,1118.87
138,807846.43,6435586.45,966.84
139,806104.54,6435665.95,1029.3
140,804239.77,6439066.76,1054.19
141,802261.52,6443423.45,986.37
142,800688.37,6443397.96,966.17
143,800796.23,6439214.1,1046.99
144,799717.72,6439171,1058.52
145,799647.08,6440640.77,1008.77
146,799784.43,6443072.1,1024.78
147,800724.63,6439557.65,1028.35
148,800406.26,6441482.13,973.18
149,800074.66,6443741.62,1010.53
150,799024.75,6439912.14,1053.13
151,798731.81,6441801.43,1012.39
152,799242.06,6443647.44,1043.43
153,806153.82,6436772.92,1037.97
