LAT,LON,ALT,emotion_value,proportion,emotion_label,average_confidence_score,Schools
45.06096,4.303929,961,4,0.7391304347826086,neutral,0.9134691409442736,Collège Cévenol
45.06096,4.303929,961,3,0.2608695652173913,joy,0.9134691409442736,Collège Cévenol
