Source,Target,X_Coord_Source,Y_Coord_Source,Z_Coord_Source,X_Coord_Target,Y_Coord_Target,Z_Coord_Target,DistanceKM,BookID,LocationSentence
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
L'Abric,La Guespy,4.311144,45.06056,997,4.312919,45.062374,1006,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
La Guespy,L'Abric,4.312919,45.062374,1006,4.311144,45.06056,997,0.245197847,Bohny_50.030.0031_Plateau_Rescuer,85
