SourceID,TargetID,Observed,Predicted,Residual
1,2,0.0,16.37926679441094,-16.37926679441094
1,4,0.0,16.544099728249552,-16.544099728249552
1,5,359.0,575.5145500072232,-216.5145500072232
1,6,49.0,22.934620362621143,26.065379637378857
2,4,118.0,70.95437074211523,47.04562925788477
2,5,65.0,34.42547366825348,30.57452633174652
2,8,1.0,0.965719721387909,0.03428027861209104
3,5,20.0,18.04523771838563,1.9547622816143715
3,8,0.0,0.013401729087588094,-0.013401729087588094
4,6,0.0,39.65241598058832,-39.65241598058832
4,8,1.0,0.39843976683112425,0.6015602331688757
5,8,0.0,0.14299356385244025,-0.14299356385244025
6,7,0.0,0.0401360033234831,-0.0401360033234831
6,8,1.0,0.1351297293107473,0.8648702706892527
7,8,1.0,0.0002801374930235443,0.9997198625069764
