Predictor,Estimate,PermP
Intercept,372.9191553154195,0.2563487302539492
Pct_Water,-7.8032517696628645,0.26974605078984204
Pct_Agricultural,-3.5879807336745175,0.2553489302139572
Pct_ForestScrub,-4.411724800805027,0.2581483703259348
Pct_RoadsBldgs,-3.875586025765809,0.26294741051789644
Slope_Mean,0.6839097106405063,0.38752249550089984
