Predictor,Estimate,PermP
Intercept,1094.1373294780046,0.7958408318336333
Pct_Water,-12.15426427811137,0.8138372325534893
Pct_Agricultural,-10.95438366782242,0.7960407918416317
Pct_ForestScrub,-11.004628077806757,0.7960407918416317
Pct_RoadsBldgs,-10.972800443651348,0.7966406718656269
Slope_Mean,-0.008775236411698362,0.07778444311137772
