SourceID,TargetID,Observed,Predicted,Residual
1,2,0.0,31.380123142073742,-31.380123142073742
1,4,0.0,39.35814486545821,-39.35814486545821
1,5,359.0,1061.8021514894413,-702.8021514894413
1,6,49.0,38.132129612779686,10.867870387220314
1,8,0.0,1.2979195188276895,-1.2979195188276895
2,4,118.0,50.741119006950456,67.25888099304954
2,5,65.0,31.712874678165768,33.28712532183423
2,8,1.0,0.3185502101757643,0.6814497898242358
3,5,20.0,13.893262018608363,6.106737981391637
3,8,0.0,0.010326593844783625,-0.010326593844783625
4,6,0.0,28.72859844157701,-28.72859844157701
4,8,1.0,0.5306774217421233,0.4693225782578767
5,8,0.0,0.20013086310820105,-0.20013086310820105
6,7,0.0,0.25261087339784266,-0.25261087339784266
6,8,1.0,0.3440525715298697,0.6559474284701303
7,8,1.0,0.008058703799283517,0.9919412962007165
