Predictor,Estimate,PermP
Intercept,138.8701632583104,0.5784843031393722
Pct_Water,-1.239421960325215,0.5798840231953609
Pct_Agricultural,-1.4189539491092642,0.5792841431713657
Pct_ForestScrub,-1.3860079082369783,0.5802839432113577
Pct_RoadsBldgs,-1.2942609201035822,0.5820835832833433
Slope_Mean,-1.1956986683740087,0.39332133573285344
