Predictor,Estimate,PermP
Intercept,993.7021299844523,0.8268346330733853
Pct_Water,-10.46559216411925,0.8386322735452909
Pct_Agricultural,-9.987194420018687,0.8274345130973805
Pct_ForestScrub,-9.991072105214286,0.8268346330733853
Pct_RoadsBldgs,-9.95387694740637,0.8272345530893821
Slope_Mean,-0.15098066127573284,0.1187762447510498
