Id,Label,Gender,MentionCount,Type,BookID,X_Coord,Y_Coord,Z_Coord
47,my children,they/them/their,3,Character,Fink_Paulette_11744_Plateau_RescuerJewish,,,
0,myself,they/them/their,28,Character,Fink_Paulette_11744_Plateau_RescuerJewish,,,
45,yourself,unknown,10,Character,Fink_Paulette_11744_Plateau_RescuerJewish,,,
81,"a little , tiny children",,0,Character,Fink_Paulette_11744_Plateau_RescuerJewish,,,
78,villagers,,0,Character,Fink_Paulette_11744_Plateau_RescuerJewish,,,
79,"5,000 Jews",,0,Character,Fink_Paulette_11744_Plateau_RescuerJewish,,,
LOC_Le_Chambon-sur-Lignon,Le Chambon-sur-Lignon,,,Location,Fink_Paulette_11744_Plateau_RescuerJewish,45.06081,4.302941,961.0
