Source,Target,Weight,EdgeType,Location,X_Coord,Y_Coord,Z_Coord,BookID,LocationWindow_Sentence,ContextWinStart,ContextWinEnd,Events,Supersense,QuoteText
0,25,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
0,26,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
0,27,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
0,28,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
0,55,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
0,58,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
0,59,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
0,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
25,26,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
25,27,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
25,28,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
25,55,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
25,58,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
25,59,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
25,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
26,27,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
26,28,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
26,55,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
26,58,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
26,59,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
26,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
27,28,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
27,55,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
27,58,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
27,59,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
27,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
28,55,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
28,58,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
28,59,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
28,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
55,58,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
55,59,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
55,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
58,59,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
58,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
59,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,9,8,10,,,
0,55,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,10,9,11,,,
0,58,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,10,9,11,,,
0,59,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,10,9,11,,,
0,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,10,9,11,,,
55,58,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,10,9,11,,,
55,59,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,10,9,11,,,
55,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,10,9,11,,,
58,59,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,10,9,11,,,
58,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,10,9,11,,,
59,60,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,10,9,11,,,
55,66,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,16,15,17,,,
55,70,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,16,15,17,,,
55,72,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,16,15,17,,,
66,70,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,16,15,17,,,
66,72,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,16,15,17,,,
70,72,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,16,15,17,,,
33,34,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
33,87,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
33,88,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
33,89,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
33,90,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
33,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
33,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
33,95,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
33,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
34,87,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
34,88,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
34,89,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
34,90,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
34,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
34,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
34,95,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
34,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
87,88,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
87,89,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
87,90,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
87,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
87,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
87,95,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
87,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
88,89,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
88,90,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
88,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
88,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
88,95,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
88,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
89,90,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
89,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
89,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
89,95,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
89,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
90,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
90,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
90,95,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
90,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
92,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
92,95,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
92,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
94,95,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
94,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
95,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,26,25,27,,,
100,101,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
100,102,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
100,103,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
100,30,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
100,35,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
100,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
100,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
100,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
100,99,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
101,102,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
101,103,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
101,30,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
101,35,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
101,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
101,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
101,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
101,99,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
102,103,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
102,30,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
102,35,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
102,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
102,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
102,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
102,99,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
103,30,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
103,35,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
103,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
103,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
103,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
103,99,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
30,35,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
30,92,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
30,94,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
30,96,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
30,99,1,scene_copresence,Le Chambon-sur-Lignon,45.06081,4.302941,961,Salomon_Hans_22257_Plateau,30,29,31,,,
