Id,Label,Gender,MentionCount,Type,BookID,X_Coord,Y_Coord,Z_Coord
320,a lady,she/her,8,Character,Lewin_Jack_10459_Plateau,,,
302,we,unknown,2,Character,Lewin_Jack_10459_Plateau,,,
116,I,they/them/their,61,Character,Lewin_Jack_10459_Plateau,,,
224,Pastor,unknown,2,Character,Lewin_Jack_10459_Plateau,,,
52,Madame Philip,she/her,51,Character,Lewin_Jack_10459_Plateau,,,
177,A lot of the people from the village,they/them/their,21,Character,Lewin_Jack_10459_Plateau,,,
359,my friends,,0,Character,Lewin_Jack_10459_Plateau,,,
357,we,unknown,3,Character,Lewin_Jack_10459_Plateau,,,
79,my brother,he/him/his,11,Character,Lewin_Jack_10459_Plateau,,,
304,the doctor,,0,Character,Lewin_Jack_10459_Plateau,,,
327,the French resistance in Le Chambon - sur - Lignon,they/them/their,2,Character,Lewin_Jack_10459_Plateau,,,
71,somebody,he/him/his,7,Character,Lewin_Jack_10459_Plateau,,,
325,another pastor who joined us there,,0,Character,Lewin_Jack_10459_Plateau,,,
338,"the 5,000 Jewish people",they/them/their,2,Character,Lewin_Jack_10459_Plateau,,,
56,Madam Trocme,,0,Character,Lewin_Jack_10459_Plateau,,,
68,my parents,they/them/their,7,Character,Lewin_Jack_10459_Plateau,,,
58,Pierre Sauvage,,0,Character,Lewin_Jack_10459_Plateau,,,
265,we,unknown,3,Character,Lewin_Jack_10459_Plateau,,,
69,We,unknown,14,Character,Lewin_Jack_10459_Plateau,,,
342,the seven of us children who came from Camp de Gurs to Le Chambon - sur - Lignon . This is also at the home of the Swiss Red Cross,,0,Character,Lewin_Jack_10459_Plateau,,,
94,Jewish people,,0,Character,Lewin_Jack_10459_Plateau,,,
95,you,unknown,2,Character,Lewin_Jack_10459_Plateau,,,
93,a lot of Jewish people,,0,Character,Lewin_Jack_10459_Plateau,,,
53,Pastor Theis,he/him/his,2,Character,Lewin_Jack_10459_Plateau,,,
301,one half - Jewish fellow,he/him/his,2,Character,Lewin_Jack_10459_Plateau,,,
57,Mr. Darcissac,,0,Character,Lewin_Jack_10459_Plateau,,,
341,Weapons of the Spirit,,0,Character,Lewin_Jack_10459_Plateau,,,
358,a Boy Scout,,0,Character,Lewin_Jack_10459_Plateau,,,
268,brother,,0,Character,Lewin_Jack_10459_Plateau,,,
232,the Swiss Red Cross,they/them/their,3,Character,Lewin_Jack_10459_Plateau,,,
324,us,unknown,10,Character,Lewin_Jack_10459_Plateau,,,
96,your parents,they/them/their,9,Character,Lewin_Jack_10459_Plateau,,,
330,you,,0,Character,Lewin_Jack_10459_Plateau,,,
LOC_Le_Chambon-sur-Lignon,Le Chambon-sur-Lignon,,,Location,Lewin_Jack_10459_Plateau,45.06081,4.302941,961.0
LOC_La_Guespy,La Guespy,,,Location,Lewin_Jack_10459_Plateau,45.062374,4.312919,1006.0
