id;Class;Level;Area (km²)
956;Forest/Scrub;Refinement3_Edited;0.01197686403
957;Forest/Scrub;Refinement3_Edited;0.0008254226283
958;Forest/Scrub;Refinement3_Edited;0.007266830478
959;Forest/Scrub;Refinement3_Edited;0.00381048761
960;Agricultural;Refinement3_Edited;0.003122330385
961;Agricultural;Refinement3_Edited;0.02720600304
962;Forest/Scrub;Refinement3_Edited;0.0006268453441
963;Agricultural;Refinement3_Edited;0.0005682787718
964;Forest/Scrub;Refinement3_Edited;0.02403059669
965;Agricultural;Refinement3_Edited;0.005014762753
966;Forest/Scrub;Refinement3_Edited;0.001345200957
967;Forest/Scrub;Refinement3_Edited;0.0001583127657
968;Agricultural;Refinement3_Edited;0.02194690786
969;Agricultural;Refinement3_Edited;0.0003806827199
970;Agricultural;Refinement3_Edited;0.0001006612961
971;Forest/Scrub;Refinement3_Edited;0.0007750919802
972;Agricultural;Refinement3_Edited;0.0001400107119
973;Buildings/Urban;Refinement3_Edited;0.0001656335873
974;Buildings/Urban;Refinement3_Edited;0.002004074896
975;Roads/Railroad;Refinement3_Edited;8.05290369e-05
976;Forest/Scrub;Refinement3_Edited;0.05791867959
977;Forest/Scrub;Refinement3_Edited;0.007553257621
978;Forest/Scrub;Refinement3_Edited;0.01235480145
979;Forest/Scrub;Refinement3_Edited;0.0004850044268
980;Forest/Scrub;Refinement3_Edited;0.01881085094
981;Forest/Scrub;Refinement3_Edited;0.000169293998
982;Forest/Scrub;Refinement3_Edited;0.0002964932722
983;Water;Refinement3_Edited;0.006878826937
984;Agricultural;Refinement3_Edited;0.0002370115973
985;Agricultural;Refinement3_Edited;3.202859422e-05
986;Buildings/Urban;Refinement3_Edited;0.00192720627
987;Forest/Scrub;Refinement3_Edited;0.0001207935554
988;Forest/Scrub;Refinement3_Edited;0.0004511456272
989;Forest/Scrub;Refinement3_Edited;0.005691023642
990;Agricultural;Refinement3_Edited;0.0002836818346
991;Agricultural;Refinement3_Edited;0.0005893261337
992;Buildings/Urban;Refinement3_Edited;0.0004355888814
993;Agricultural;Refinement3_Edited;0.04404389257
994;Agricultural;Refinement3_Edited;0.0005353350749
995;Buildings/Urban;Refinement3_Edited;0.001913479729
996;Forest/Scrub;Refinement3_Edited;0.01551922656
997;Forest/Scrub;Refinement3_Edited;0.01981929411
998;Forest/Scrub;Refinement3_Edited;0.0001894262573
999;Roads/Railroad;Refinement3_Edited;0.003523145365
1000;Agricultural;Refinement3_Edited;0.0001857658465
1001;Forest/Scrub;Refinement3_Edited;0.0003934941576
1002;Forest/Scrub;Refinement3_Edited;0.0423875567
1003;Buildings/Urban;Refinement3_Edited;7.778372883e-05
1004;Agricultural;Refinement3_Edited;0.02289312405
1005;Agricultural;Refinement3_Edited;0.0006945629433
1006;Agricultural;Refinement3_Edited;0.002696807634
1007;Forest/Scrub;Refinement3_Edited;0.00681202444
1008;Agricultural;Refinement3_Edited;0.008937807994
1009;Agricultural;Refinement3_Edited;0.0003184557369
1010;Forest/Scrub;Refinement3_Edited;0.005606834194
1011;Agricultural;Refinement3_Edited;0.009688192201
1012;Forest/Scrub;Refinement3_Edited;0.0001015763988
1013;Forest/Scrub;Refinement3_Edited;0.01888314405
1014;Agricultural;Refinement3_Edited;0.01911924055
1015;Buildings/Urban;Refinement3_Edited;0.000897715741
1016;Agricultural;Refinement3_Edited;0.0001766148196
1017;Agricultural;Refinement3_Edited;0.004701797632
1018;Agricultural;Refinement3_Edited;0.01464713369
1019;Agricultural;Refinement3_Edited;0.002191670948
1020;Forest/Scrub;Refinement3_Edited;6.405718845e-05
1021;Agricultural;Refinement3_Edited;0.001840271514
1022;Agricultural;Refinement3_Edited;0.00019034136
1023;Agricultural;Refinement3_Edited;0.0009178480002
1024;Agricultural;Refinement3_Edited;0.01125484801
1025;Agricultural;Refinement3_Edited;0.001365333217
1026;Forest/Scrub;Refinement3_Edited;0.0004612117568
1027;Forest/Scrub;Refinement3_Edited;0.0001638033819
1028;Forest/Scrub;Refinement3_Edited;0.004606626952
1029;Forest/Scrub;Refinement3_Edited;0.0001857658465
1030;Forest/Scrub;Refinement3_Edited;0.002661118629
1031;Forest/Scrub;Refinement3_Edited;0.002483588706
1032;Agricultural;Refinement3_Edited;0.0009251688217
1033;Forest/Scrub;Refinement3_Edited;0.04616693082
1034;Agricultural;Refinement3_Edited;0.007566069058
1035;Forest/Scrub;Refinement3_Edited;0.0008428095794
1036;Forest/Scrub;Refinement3_Edited;0.02114802321
1037;Forest/Scrub;Refinement3_Edited;0.0001317747877
1038;Forest/Scrub;Refinement3_Edited;0.005786194322
1039;Agricultural;Refinement3_Edited;0.0001400107119
1040;Forest/Scrub;Refinement3_Edited;0.001509919442
1041;Forest/Scrub;Refinement3_Edited;0.003381304447
1042;Forest/Scrub;Refinement3_Edited;0.000204983003
1043;Forest/Scrub;Refinement3_Edited;0.003745515319
1044;Forest/Scrub;Refinement3_Edited;0.06918999945
1045;Forest/Scrub;Refinement3_Edited;0.0003852582334
1046;Agricultural;Refinement3_Edited;0.009033893776
1047;Forest/Scrub;Refinement3_Edited;0.0001921715653
1048;Forest/Scrub;Refinement3_Edited;4.66702373e-05
1049;Agricultural;Refinement3_Edited;0.005159348978
1050;Buildings/Urban;Refinement3_Edited;0.0003056442992
1051;Forest/Scrub;Refinement3_Edited;0.0001345200957
1052;Buildings/Urban;Refinement3_Edited;0.0005582126422
1053;Roads/Railroad;Refinement3_Edited;0.001603259917
1054;Forest/Scrub;Refinement3_Edited;0.005915223802
1055;Forest/Scrub;Refinement3_Edited;0.001386380579
1056;Forest/Scrub;Refinement3_Edited;0.005877704591
1057;Forest/Scrub;Refinement3_Edited;0.0001482466361
1058;Agricultural;Refinement3_Edited;0.0201917409
1059;Agricultural;Refinement3_Edited;0.03828423623
1060;Forest/Scrub;Refinement3_Edited;0.0001034066042
1061;Agricultural;Refinement3_Edited;0.06525963338
1062;Agricultural;Refinement3_Edited;0.006772675024
1063;Water;Refinement3_Edited;0.007068253194
1064;Agricultural;Refinement3_Edited;0.004865601014
1065;Forest/Scrub;Refinement3_Edited;0.0003047291965
1066;Agricultural;Refinement3_Edited;0.001276568255
1067;Agricultural;Refinement3_Edited;0.01382354127
1068;Agricultural;Refinement3_Edited;0.0004840893241
1069;Forest/Scrub;Refinement3_Edited;0.0002754459103
1070;Buildings/Urban;Refinement3_Edited;0.0003907488495
1071;Forest/Scrub;Refinement3_Edited;0.001326898904
1072;Forest/Scrub;Refinement3_Edited;0.02038665777
1073;Forest/Scrub;Refinement3_Edited;0.02425479685
1074;Forest/Scrub;Refinement3_Edited;0.02328936351
1075;Forest/Scrub;Refinement3_Edited;0.007599012755
1076;Agricultural;Refinement3_Edited;0.0009864807021
1077;Buildings/Urban;Refinement3_Edited;0.001759742477
1078;Agricultural;Refinement3_Edited;0.01202353427
1079;Water;Refinement3_Edited;0.0009187631029
1080;Agricultural;Refinement3_Edited;0.0006780910948
1081;Agricultural;Refinement3_Edited;0.001394616503
1082;Forest/Scrub;Refinement3_Edited;0.008265207515
1083;Agricultural;Refinement3_Edited;0.08216890093
1084;Forest/Scrub;Refinement3_Edited;0.02331315618
1085;Buildings/Urban;Refinement3_Edited;0.000754959721
1086;Agricultural;Refinement3_Edited;0.1027258
1087;Agricultural;Refinement3_Edited;0.001123746106
1088;Forest/Scrub;Refinement3_Edited;0.01842010209
1089;Forest/Scrub;Refinement3_Edited;0.0001290294796
1090;Agricultural;Refinement3_Edited;0.275854
1091;Forest/Scrub;Refinement3_Edited;0.002481758501
1092;Agricultural;Refinement3_Edited;0.001185057986
1093;Agricultural;Refinement3_Edited;0.009031148468
1094;Buildings/Urban;Refinement3_Edited;0.003713486725
1095;Forest/Scrub;Refinement3_Edited;0.0001638033819
1096;Agricultural;Refinement3_Edited;0.00367779772
1097;Agricultural;Refinement3_Edited;0.0004447399084
1098;Agricultural;Refinement3_Edited;0.004814355263
1099;Agricultural;Refinement3_Edited;0.002576929181
1100;Agricultural;Refinement3_Edited;0.006872421218
1101;Forest/Scrub;Refinement3_Edited;0.0003532296392
1102;Buildings/Urban;Refinement3_Edited;0.00538080383
1103;Agricultural;Refinement3_Edited;0.003924875446
1104;Agricultural;Refinement3_Edited;0.01002586509
1105;Buildings/Urban;Refinement3_Edited;0.002265794266
1106;Buildings/Urban;Refinement3_Edited;0.0006533833222
1107;Forest/Scrub;Refinement3_Edited;0.004586494693
1108;Agricultural;Refinement3_Edited;0.001503513723
1109;Agricultural;Refinement3_Edited;0.0001143878365
1110;Buildings/Urban;Refinement3_Edited;0.0008455548875
1111;Forest/Scrub;Refinement3_Edited;0.02525225879
1112;Roads/Railroad;Refinement3_Edited;0.002765440336
1113;Agricultural;Refinement3_Edited;7.320821537e-05
1114;Water;Refinement3_Edited;0.004400728846
1115;Buildings/Urban;Refinement3_Edited;0.0004063055953
1116;Agricultural;Refinement3_Edited;0.001719477958
1117;Forest/Scrub;Refinement3_Edited;0.0001583127657
1118;Agricultural;Refinement3_Edited;0.004463870932
1119;Forest/Scrub;Refinement3_Edited;0.01431769672
1120;Agricultural;Refinement3_Edited;0.0005893261337
1121;Forest/Scrub;Refinement3_Edited;0.0804238001
1122;Forest/Scrub;Refinement3_Edited;0.0660457066
1123;Buildings/Urban;Refinement3_Edited;0.002589740619
1124;Buildings/Urban;Refinement3_Edited;0.000707374381
1125;Forest/Scrub;Refinement3_Edited;0.002266709368
1126;Forest/Scrub;Refinement3_Edited;0.0002479928296
1127;Agricultural;Refinement3_Edited;0.001598684403
1128;Forest/Scrub;Refinement3_Edited;0.0009544521079
1129;Agricultural;Refinement3_Edited;0.007346444412
1130;Forest/Scrub;Refinement3_Edited;0.001096293025
1131;Agricultural;Refinement3_Edited;0.001249115175
1132;Buildings/Urban;Refinement3_Edited;0.0003578051526
1133;Forest/Scrub;Refinement3_Edited;0.001080736279
1134;Forest/Scrub;Refinement3_Edited;0.009007355798
1135;Forest/Scrub;Refinement3_Edited;0.0003056442992
1136;Buildings/Urban;Refinement3_Edited;0.0002360964946
1137;Forest/Scrub;Refinement3_Edited;0.001432135713
1138;Agricultural;Refinement3_Edited;0.02102356925
1139;Agricultural;Refinement3_Edited;0.003650344639
1140;Forest/Scrub;Refinement3_Edited;0.003032650322
1141;Forest/Scrub;Refinement3_Edited;0.001618816662
1142;Forest/Scrub;Refinement3_Edited;0.0001711242034
1143;Forest/Scrub;Refinement3_Edited;0.004193915638
1144;Buildings/Urban;Refinement3_Edited;0.0003166255315
1145;Forest/Scrub;Refinement3_Edited;0.004794223004
1146;Agricultural;Refinement3_Edited;0.002231935466
1147;Agricultural;Refinement3_Edited;0.0003468239203
1148;Forest/Scrub;Refinement3_Edited;0.0001326898904
1149;Agricultural;Refinement3_Edited;0.01146989714
1150;Agricultural;Refinement3_Edited;0.0002992385803
1151;Forest/Scrub;Refinement3_Edited;0.0006652796572
1152;Forest/Scrub;Refinement3_Edited;0.0008794136871
1153;Agricultural;Refinement3_Edited;0.1038779
1154;Forest/Scrub;Refinement3_Edited;0.00014275602
1155;Agricultural;Refinement3_Edited;0.007042630318
1156;Agricultural;Refinement3_Edited;0.008060224512
1157;Forest/Scrub;Refinement3_Edited;0.002468947063
1158;Agricultural;Refinement3_Edited;0.0002690401915
1159;Forest/Scrub;Refinement3_Edited;0.02917804934
1160;Agricultural;Refinement3_Edited;0.01295785412
1161;Agricultural;Refinement3_Edited;0.001055113404
1162;Forest/Scrub;Refinement3_Edited;0.01119353613
1163;Forest/Scrub;Refinement3_Edited;0.0006524682195
1164;Forest/Scrub;Refinement3_Edited;0.0002260303649
1165;Forest/Scrub;Refinement3_Edited;0.003373983626
1166;Forest/Scrub;Refinement3_Edited;0.0004493154218
1167;Agricultural;Refinement3_Edited;0.001463249205
1168;Agricultural;Refinement3_Edited;0.001821054357
1169;Forest/Scrub;Refinement3_Edited;9.974619344e-05
1170;Forest/Scrub;Refinement3_Edited;0.0001134727338
1171;Agricultural;Refinement3_Edited;0.0001674637927
1172;Forest/Scrub;Refinement3_Edited;0.03660136238
1173;Forest/Scrub;Refinement3_Edited;0.0002443324188
1174;Buildings/Urban;Refinement3_Edited;0.0001885111546
1175;Forest/Scrub;Refinement3_Edited;0.006172367658
1176;Buildings/Urban;Refinement3_Edited;0.004463870932
1177;Agricultural;Refinement3_Edited;0.0008373189633
1178;Forest/Scrub;Refinement3_Edited;0.0001281143769
1179;Agricultural;Refinement3_Edited;0.0003404182015
1180;Agricultural;Refinement3_Edited;0.002003159793
1181;Forest/Scrub;Refinement3_Edited;0.0001821054357
1182;Forest/Scrub;Refinement3_Edited;0.0001866809492
1183;Forest/Scrub;Refinement3_Edited;0.0002187095434
1184;Agricultural;Refinement3_Edited;0.0001052368096
1185;Agricultural;Refinement3_Edited;0.0002470777269
1186;Agricultural;Refinement3_Edited;0.01370366281
1187;Agricultural;Refinement3_Edited;0.001323238493
1188;Forest/Scrub;Refinement3_Edited;0.0207014531
1189;Agricultural;Refinement3_Edited;0.0008016299583
1190;Forest/Scrub;Refinement3_Edited;0.0002608042672
1191;Forest/Scrub;Refinement3_Edited;0.0330050088
1192;Forest/Scrub;Refinement3_Edited;6.863270191e-05
1193;Forest/Scrub;Refinement3_Edited;0.0001207935554
1194;Forest/Scrub;Refinement3_Edited;0.10656
1195;Forest/Scrub;Refinement3_Edited;0.001470570026
1196;Forest/Scrub;Refinement3_Edited;0.009158347743
1197;Agricultural;Refinement3_Edited;0.000130859685
1198;Forest/Scrub;Refinement3_Edited;0.0003413333042
1199;Forest/Scrub;Refinement3_Edited;0.01437168778
1200;Forest/Scrub;Refinement3_Edited;0.0002104736192
1201;Agricultural;Refinement3_Edited;0.0003559749472
1202;Forest/Scrub;Refinement3_Edited;0.009019252133
1203;Forest/Scrub;Refinement3_Edited;0.02222143867
1204;Forest/Scrub;Refinement3_Edited;0.0008556210171
1205;Forest/Scrub;Refinement3_Edited;0.0002489079323
1206;Buildings/Urban;Refinement3_Edited;0.001142963262
1207;Buildings/Urban;Refinement3_Edited;0.001735034704
1208;Buildings/Urban;Refinement3_Edited;0.002565032846
1209;Forest/Scrub;Refinement3_Edited;0.01372837059
1210;Forest/Scrub;Refinement3_Edited;0.003061018505
1211;Forest/Scrub;Refinement3_Edited;0.0006414869872
1212;Agricultural;Refinement3_Edited;0.005716646518
1213;Forest/Scrub;Refinement3_Edited;0.0001464164307
1214;Agricultural;Refinement3_Edited;0.04498644834
1215;Buildings/Urban;Refinement3_Edited;0.01268240821
1216;Forest/Scrub;Refinement3_Edited;0.008288085082
1217;Forest/Scrub;Refinement3_Edited;0.0005161179183
1218;Forest/Scrub;Refinement3_Edited;0.05134092144
1219;Forest/Scrub;Refinement3_Edited;0.03356962716
1220;Roads/Railroad;Refinement3_Edited;7.595352344e-05
1221;Forest/Scrub;Refinement3_Edited;0.007759155726
1222;Roads/Railroad;Refinement3_Edited;0.0001619731765
1223;Agricultural;Refinement3_Edited;0.0005591277449
1224;Forest/Scrub;Refinement3_Edited;0.01043308579
1225;Roads/Railroad;Refinement3_Edited;0.001020339502
1226;Forest/Scrub;Refinement3_Edited;8.235924229e-05
1227;Agricultural;Refinement3_Edited;0.0382403113
1228;Agricultural;Refinement3_Edited;0.003793100659
1229;Forest/Scrub;Refinement3_Edited;0.00586031764
1230;Forest/Scrub;Refinement3_Edited;0.0001967470788
1231;Buildings/Urban;Refinement3_Edited;0.0008345736552
1232;Forest/Scrub;Refinement3_Edited;0.0001729544088
1233;Forest/Scrub;Refinement3_Edited;0.002127613759
1234;Water;Refinement3_Edited;0.02220222152
1235;Agricultural;Refinement3_Edited;0.002945715566
1236;Agricultural;Refinement3_Edited;0.03551239017
1237;Forest/Scrub;Refinement3_Edited;0.0004035602872
1238;Agricultural;Refinement3_Edited;0.05890333009
1239;Agricultural;Refinement3_Edited;0.0008601965306
1240;Roads/Railroad;Refinement3_Edited;0.0002562287538
1241;Forest/Scrub;Refinement3_Edited;0.000478598708
1242;Roads/Railroad;Refinement3_Edited;0.003196453704
1243;Agricultural;Refinement3_Edited;0.00483723283
1244;Buildings/Urban;Refinement3_Edited;0.002101075781
1245;Forest/Scrub;Refinement3_Edited;0.003801336583
1246;Agricultural;Refinement3_Edited;0.004519692196
1247;Forest/Scrub;Refinement3_Edited;0.09056313792
1248;Agricultural;Refinement3_Edited;0.002272199984
1249;Forest/Scrub;Refinement3_Edited;0.0001162180419
1250;Forest/Scrub;Refinement3_Edited;5.033064807e-05
1251;Agricultural;Refinement3_Edited;0.001886026648
1252;Forest/Scrub;Refinement3_Edited;0.006650051263
1253;Forest/Scrub;Refinement3_Edited;0.0001839356411
1254;Forest/Scrub;Refinement3_Edited;0.03043357023
1255;Forest/Scrub;Refinement3_Edited;0.006671098625
1256;Forest/Scrub;Refinement3_Edited;0.008351227168
1257;Forest/Scrub;Refinement3_Edited;0.01171056915
1258;Forest/Scrub;Refinement3_Edited;0.003993508148
1259;Agricultural;Refinement3_Edited;0.001313172363
1260;Forest/Scrub;Refinement3_Edited;0.000145501328
1261;Agricultural;Refinement3_Edited;0.09928498168
1262;Agricultural;Refinement3_Edited;0.0001976621815
1263;Buildings/Urban;Refinement3_Edited;0.002252067725
1264;Forest/Scrub;Refinement3_Edited;9.059516652e-05
1265;Buildings/Urban;Refinement3_Edited;0.0001875960519
1266;Buildings/Urban;Refinement3_Edited;0.009888599691
1267;Buildings/Urban;Refinement3_Edited;0.01282058872
1268;Forest/Scrub;Refinement3_Edited;0.001162180419
1269;Forest/Scrub;Refinement3_Edited;0.0001107274257
1270;Forest/Scrub;Refinement3_Edited;0.02076001967
1271;Forest/Scrub;Refinement3_Edited;5.490616153e-05
1272;Buildings/Urban;Refinement3_Edited;0.0006927327379
1273;Agricultural;Refinement3_Edited;0.002248407314
1274;Buildings/Urban;Refinement3_Edited;0.02262591406
1275;Forest/Scrub;Refinement3_Edited;0.003724467957
1276;Agricultural;Refinement3_Edited;0.003567985396
1277;Forest/Scrub;Refinement3_Edited;0.005610494605
1278;Forest/Scrub;Refinement3_Edited;0.0007714315694
1279;Agricultural;Refinement3_Edited;0.002665694142
1280;Agricultural;Refinement3_Edited;0.009107101992
1281;Agricultural;Refinement3_Edited;0.007118583842
1282;Agricultural;Refinement3_Edited;0.01681043645
1283;Roads/Railroad;Refinement3_Edited;0.00110818936
1284;Forest/Scrub;Refinement3_Edited;0.0002809365265
1285;Forest/Scrub;Refinement3_Edited;0.002564117743
1286;Agricultural;Refinement3_Edited;0.0003642108715
1287;Forest/Scrub;Refinement3_Edited;0.0004593815514
1288;Agricultural;Refinement3_Edited;0.06189022527
1289;Buildings/Urban;Refinement3_Edited;0.001934527091
1290;Agricultural;Refinement3_Edited;0.005718476723
1291;Forest/Scrub;Refinement3_Edited;0.0005655334637
1292;Forest/Scrub;Refinement3_Edited;0.006354473094
1293;Agricultural;Refinement3_Edited;0.003203774525
1294;Forest/Scrub;Refinement3_Edited;0.001612410943
1295;Agricultural;Refinement3_Edited;0.002016886333
1296;Agricultural;Refinement3_Edited;0.001464164307
1297;Forest/Scrub;Refinement3_Edited;0.0001171331446
1298;Agricultural;Refinement3_Edited;0.0009151026921
1299;Agricultural;Refinement3_Edited;0.000347739023
1300;Forest/Scrub;Refinement3_Edited;4.026451845e-05
1301;Water;Refinement3_Edited;0.003880950517
1302;Forest/Scrub;Refinement3_Edited;0.000814441396
1303;Forest/Scrub;Refinement3_Edited;0.05230269437
1304;Forest/Scrub;Refinement3_Edited;0.0005847506203
1305;Forest/Scrub;Refinement3_Edited;0.0001043217069
1306;Buildings/Urban;Refinement3_Edited;0.0001656335873
1307;Forest/Scrub;Refinement3_Edited;0.0003147953261
1308;Agricultural;Refinement3_Edited;0.0001802752303
1309;Forest/Scrub;Refinement3_Edited;0.001837526206
1310;Forest/Scrub;Refinement3_Edited;0.07987473848
1311;Forest/Scrub;Refinement3_Edited;0.002210888104
1312;Forest/Scrub;Refinement3_Edited;0.02863996895
1313;Forest/Scrub;Refinement3_Edited;0.0003843431307
1314;Agricultural;Refinement3_Edited;0.02995405642
1315;Forest/Scrub;Refinement3_Edited;0.0002242001596
1316;Agricultural;Refinement3_Edited;0.0002498230349
1317;Forest/Scrub;Refinement3_Edited;0.01020522522
1318;Forest/Scrub;Refinement3_Edited;0.0001290294796
1319;Forest/Scrub;Refinement3_Edited;0.0001921715653
1320;Forest/Scrub;Refinement3_Edited;0.0009086969733
1321;Forest/Scrub;Refinement3_Edited;0.0002672099861
1322;Agricultural;Refinement3_Edited;0.01272267273
1323;Agricultural;Refinement3_Edited;0.002585165105
1324;Forest/Scrub;Refinement3_Edited;0.002182519921
1325;Forest/Scrub;Refinement3_Edited;0.1288291
1326;Forest/Scrub;Refinement3_Edited;5.582126422e-05
1327;Forest/Scrub;Refinement3_Edited;0.006250151387
1328;Agricultural;Refinement3_Edited;0.03852216293
1329;Forest/Scrub;Refinement3_Edited;0.0007485540021
1330;Roads/Railroad;Refinement3_Edited;0.001130151825
1331;Forest/Scrub;Refinement3_Edited;0.0003998998764
1332;Forest/Scrub;Refinement3_Edited;0.03421660476
1333;Buildings/Urban;Refinement3_Edited;0.0001738695115
1334;Agricultural;Refinement3_Edited;0.01068199372
1335;Forest/Scrub;Refinement3_Edited;0.000502391378
1336;Forest/Scrub;Refinement3_Edited;0.0009370651567
1337;Forest/Scrub;Refinement3_Edited;0.04059395542
1338;Forest/Scrub;Refinement3_Edited;9.517067998e-05
1339;Agricultural;Refinement3_Edited;0.0006149490091
1340;Agricultural;Refinement3_Edited;0.002976829057
1341;Forest/Scrub;Refinement3_Edited;0.0001043217069
1342;Forest/Scrub;Refinement3_Edited;0.006356303299
1343;Forest/Scrub;Refinement3_Edited;0.006433171925
1344;Forest/Scrub;Refinement3_Edited;0.0003614655634
1345;Agricultural;Refinement3_Edited;0.036268265
1346;Forest/Scrub;Refinement3_Edited;0.003788525145
1347;Forest/Scrub;Refinement3_Edited;0.0001180482473
1348;Agricultural;Refinement3_Edited;0.001965640583
1349;Buildings/Urban;Refinement3_Edited;0.000154652355
1350;Roads/Railroad;Refinement3_Edited;0.0001610580738
1351;Agricultural;Refinement3_Edited;0.0003257765584
1352;Forest/Scrub;Refinement3_Edited;0.0001207935554
1353;Buildings/Urban;Refinement3_Edited;0.001956489556
1354;Forest/Scrub;Refinement3_Edited;0.0008116960879
1355;Forest/Scrub;Refinement3_Edited;0.0002104736192
1356;Forest/Scrub;Refinement3_Edited;0.01658257588
1357;Agricultural;Refinement3_Edited;0.03702871533
1358;Forest/Scrub;Refinement3_Edited;0.0001683788953
1359;Forest/Scrub;Refinement3_Edited;0.0001656335873
1360;Buildings/Urban;Refinement3_Edited;0.0009388953621
1361;Agricultural;Refinement3_Edited;0.00293015882
1362;Forest/Scrub;Refinement3_Edited;0.0004502305245
1363;Forest/Scrub;Refinement3_Edited;0.0002342662892
1364;Buildings/Urban;Refinement3_Edited;0.002070877392
1365;Forest/Scrub;Refinement3_Edited;0.0001226237607
1366;Forest/Scrub;Refinement3_Edited;0.0003660410768
1367;Agricultural;Refinement3_Edited;0.001518155366
1368;Forest/Scrub;Refinement3_Edited;8.968006383e-05
1369;Agricultural;Refinement3_Edited;0.0002415871107
1370;Forest/Scrub;Refinement3_Edited;0.0006863270191
1371;Buildings/Urban;Refinement3_Edited;0.0005316746641
1372;Forest/Scrub;Refinement3_Edited;0.0001088972204
1373;Agricultural;Refinement3_Edited;0.0001061519123
1374;Buildings/Urban;Refinement3_Edited;0.001860403773
1375;Buildings/Urban;Refinement3_Edited;0.001588618273
1376;Agricultural;Refinement3_Edited;0.002670269656
1377;Forest/Scrub;Refinement3_Edited;0.0004017300818
1378;Forest/Scrub;Refinement3_Edited;0.04519234645
1379;Forest/Scrub;Refinement3_Edited;0.03989573207
1380;Buildings/Urban;Refinement3_Edited;0.01271901232
1381;Forest/Scrub;Refinement3_Edited;0.0001885111546
1382;Forest/Scrub;Refinement3_Edited;0.000564618361
1383;Forest/Scrub;Refinement3_Edited;0.000912357384
1384;Agricultural;Refinement3_Edited;0.000457551346
1385;Forest/Scrub;Refinement3_Edited;0.0005078819941
1386;Agricultural;Refinement3_Edited;0.002586080208
1387;Agricultural;Refinement3_Edited;7.869883152e-05
1388;Agricultural;Refinement3_Edited;0.007517568616
1389;Forest/Scrub;Refinement3_Edited;0.005791684938
1390;Forest/Scrub;Refinement3_Edited;0.0001244539661
1391;Forest/Scrub;Refinement3_Edited;0.01616254375
1392;Roads/Railroad;Refinement3_Edited;0.0001583127657
1393;Roads/Railroad;Refinement3_Edited;0.006002158557
1394;Forest/Scrub;Refinement3_Edited;7.412331806e-05
1395;Water;Refinement3_Edited;0.0009297443352
1396;Forest/Scrub;Refinement3_Edited;0.001095377922
1397;Forest/Scrub;Refinement3_Edited;0.0007677711587
1398;Agricultural;Refinement3_Edited;0.00531308623
1399;Forest/Scrub;Refinement3_Edited;0.0004657872703
1400;Forest/Scrub;Refinement3_Edited;0.0003376728934
1401;Forest/Scrub;Refinement3_Edited;0.0001436711227
1402;Agricultural;Refinement3_Edited;0.005088886071
1403;Agricultural;Refinement3_Edited;0.01192653339
1404;Forest/Scrub;Refinement3_Edited;0.0006616192464
1405;Buildings/Urban;Refinement3_Edited;0.01399649568
1406;Forest/Scrub;Refinement3_Edited;0.0526531787
1407;Forest/Scrub;Refinement3_Edited;0.006853204061
1408;Forest/Scrub;Refinement3_Edited;0.003051867478
1409;Agricultural;Refinement3_Edited;0.002795638724
1410;Agricultural;Refinement3_Edited;0.0002425022134
1411;Forest/Scrub;Refinement3_Edited;0.0002598891646
1412;Forest/Scrub;Refinement3_Edited;0.003510333927
1413;Forest/Scrub;Refinement3_Edited;0.0003166255315
1414;Forest/Scrub;Refinement3_Edited;0.004326605528
1415;Forest/Scrub;Refinement3_Edited;0.0003038140938
1416;Forest/Scrub;Refinement3_Edited;0.02521382448
1417;Forest/Scrub;Refinement3_Edited;0.0004996460699
1418;Agricultural;Refinement3_Edited;0.0001564825603
1419;Roads/Railroad;Refinement3_Edited;0.0001326898904
1420;Agricultural;Refinement3_Edited;0.01511292096
1421;Agricultural;Refinement3_Edited;0.01428292282
1422;Forest/Scrub;Refinement3_Edited;0.02572353667
1423;Forest/Scrub;Refinement3_Edited;0.00420489687
1424;Forest/Scrub;Refinement3_Edited;0.006816599953
1425;Forest/Scrub;Refinement3_Edited;0.0003934941576
1426;Forest/Scrub;Refinement3_Edited;0.0001198784527
1427;Forest/Scrub;Refinement3_Edited;0.01745924426
1428;Forest/Scrub;Refinement3_Edited;4.941554537e-05
1429;Forest/Scrub;Refinement3_Edited;0.0008821589952
1430;Forest/Scrub;Refinement3_Edited;0.00220265218
1431;Buildings/Urban;Refinement3_Edited;0.0008592814279
1432;Agricultural;Refinement3_Edited;0.0001226237607
1433;Forest/Scrub;Refinement3_Edited;0.000635996371
1434;Forest/Scrub;Refinement3_Edited;9.608578267e-05
1435;Forest/Scrub;Refinement3_Edited;0.07316886595
1436;Buildings/Urban;Refinement3_Edited;0.0020736227
1437;Forest/Scrub;Refinement3_Edited;0.0001244539661
1438;Forest/Scrub;Refinement3_Edited;0.0004538909353
1439;Agricultural;Refinement3_Edited;0.01430580039
1440;Forest/Scrub;Refinement3_Edited;0.00902840316
1441;Forest/Scrub;Refinement3_Edited;0.0001830205384
1442;Forest/Scrub;Refinement3_Edited;0.02249413927
1443;Agricultural;Refinement3_Edited;0.0003788525145
1444;Agricultural;Refinement3_Edited;0.005862147846
1445;Forest/Scrub;Refinement3_Edited;0.009884024177
1446;Roads/Railroad;Refinement3_Edited;0.001707581623
1447;Forest/Scrub;Refinement3_Edited;0.0001180482473
1448;Agricultural;Refinement3_Edited;0.03330058697
1449;Forest/Scrub;Refinement3_Edited;0.01469288882
